community_id	newman	bynode	totalfrac	diffraction	mean_diff_exp	mean_avg_exp	mean_avg_log2_exp	mean_avg_cpm_exp	mean_avg_log2_cpm_exp
386	NA	1	1	1	0	1643.3475874388625	10.19897422086566	31.9567697485607	4.5177122619225
3	0.03450824050410903	0.47219444670679833	0.4557739557739558	-0.08845208845208845	0.13911934717785865	4470.578533859488	11.448209784351755	86.87453803876608	5.765838605378422
1	0.004555866995566167	0.40859219947068687	0.3949602848534648	-0.21007943029307038	-0.06528090056819322	3687.995102990119	10.888353002853965	71.72968855333745	5.206945268359539
6	0.00246152689828839	0.5185790484455345	0.5274261603375527	0.05485232067510549	0.17243289531880526	3306.1541034929805	11.212325945420137	64.2681564351822	5.529437463347755
355	0.16666666666666682	0.7	0.6	0.2	-0.1701663204260396	3232.9146486258164	11.092575581799192	62.8475217272959	5.4098158877510345
34	-0.07226107226107222	0.4951861556793003	0.5619047619047619	0.12380952380952381	-0.223473646189071	3178.227821223058	11.10452452695896	61.79722834870822	5.421801799133212
13	-0.0029154518950582488	0.9819376026272578	0.9941860465116279	0.9883720930232558	0.5425843851739958	3797.1620861345955	11.490590088912462	73.84145269969206	5.807448018525072
107	0.019108280254777007	0.42424242424242425	0.36363636363636365	-0.2727272727272727	-0.05684964826230075	5544.634124898347	12.027000201272875	107.86428321095418	6.343315098845281
57	-0.03771528231959896	0.5376523235218887	0.5142857142857142	0.02857142857142857	0.18730346933649417	4074.4589507550713	11.696278750232189	79.19657991975747	6.013087802653941
31	-0.10943792680791468	0.4080373288973033	0.3888888888888889	-0.2222222222222222	0.23751651141084743	3643.1312649690926	11.159616218772186	70.82791887554949	5.477601824415894
265	-0.29032258064516125	0.20833333333333331	0.2	-0.6	0.0857088261336255	2610.515614067127	10.844277281764839	50.7065917140961	5.161825558008657
45	-0.04167626064932094	0.7475132275132275	0.7011494252873564	0.40229885057471265	0.25683400978764725	5318.478475992504	11.964586602875988	103.39448843962641	6.281021056582646
32	-0.018102824040550358	0.4923351158645276	0.4864864864864865	-0.02702702702702703	0.15993504815870663	3253.817910290458	11.349282467005175	63.27912827417106	5.665976744062562
165	-0.4285714285714284	0.3611111111111111	0.4	-0.2	0.18561456844186291	4784.686685599472	11.927502411051384	93.07357245893644	6.244007668624225
