community_id	newman	bynode	totalfrac	diffraction	mean_diff_exp	mean_avg_exp	mean_avg_log2_exp	mean_avg_cpm_exp	mean_avg_log2_cpm_exp
130	NA	1	1	1	0	1643.3475874388625	10.19897422086566	31.9567697485607	4.5177122619225
210	0.038988106643393396	0.4793625868271023	0.4556213017751479	-0.08875739644970414	0.14415872412917935	5172.666703605322	11.549697324488827	100.4929925043011	5.867139881871995
6	0.0065043184820948105	0.41466770442262096	0.39466666666666667	-0.21066666666666667	-0.08624935767828286	3514.1982028178745	10.789745345709765	68.34483711556209	5.108844941565714
132	0.007703972384573674	0.5417076722312123	0.556135770234987	0.1122715404699739	0.20284508126133244	3386.8834834192116	11.1961764074481	65.83912541922888	5.515822111311864
20	0.021957807812343473	0.4102724037035129	0.39325842696629215	-0.21348314606741572	0.05582146747896383	3420.3142101921962	11.035267761783716	66.47359379225134	5.352962809485901
67	0.0032598486104211226	0.5971995561586151	0.6686868686868687	0.3373737373737374	-0.22463519746564645	2864.303910796844	11.017726161665738	55.700118041338214	5.335107828783976
62	-0.004110393423368769	0.9712130541871922	0.9894736842105263	0.9789473684210527	0.5329636049254897	3922.8767561425216	11.512900909866106	76.29293390281784	5.829705299088749
36	0.07858243451463787	0.418018018018018	0.41025641025641024	-0.1794871794871795	-0.060590059975442194	4163.352761546472	11.575286317204068	80.98531159298363	5.891988853191542
110	0.014423076923076776	0.5494785894039625	0.5567567567567567	0.11351351351351352	0.21138090342530133	4511.377461570313	11.535980252981629	87.74327303877807	5.8529060406076985
25	-0.036029226505417004	0.5619750101182326	0.5019455252918288	0.0038910505836575876	0.23397580749255822	4402.244974401681	11.496350419232481	85.58330437184739	5.813664329106213
235	-0.05447810741866721	0.39529919765768823	0.4057971014492754	-0.18840579710144928	0.02622825521522016	4030.9897194787427	11.065969083945769	78.31340542291557	5.384448974680349
201	0.04401292249973942	0.4841031191031191	0.4625	-0.075	0.12806542280976427	3718.6219827179643	11.348458691686474	72.3165916960699	5.665597831964729
1	-0.4285714285714284	0.3611111111111111	0.4	-0.2	0.18561456844186291	4784.686685599472	11.927502411051384	93.07357245893644	6.244007668624225
242	0.0029639544889568056	0.36440932083789224	0.37341772151898733	-0.25316455696202533	0.16100418964975757	4284.376101130886	11.21925490975792	83.32268337416028	5.5379124630047105
33	NA	1	1	1	0	2755.07692107328	11.2610075385441	53.57802753140196	5.577678076042905
13	-0.05691788526434231	0.701996891996892	0.6896551724137931	0.3793103448275862	0.2829741353997705	4449.638568282472	11.554823631510182	86.5438009736489	5.871709444511335
150	0.05624497214194214	0.49192080649113185	0.4787018255578093	-0.04259634888438134	0.16161960249182436	3836.9332175895884	11.242764397551479	74.6053680002662	5.560217917844331
131	0.0266272859545029	0.4953808292850452	0.4582172701949861	-0.08356545961002786	-0.07571011421967037	3047.9901076980354	10.817253975149331	59.30067671325287	5.135233553286976
276	-0.06199230440359141	0.5976757369614513	0.5740740740740741	0.14814814814814814	0.21642389494555306	3499.822047573512	10.878678052098518	68.06037345214664	5.197126878050679
89	NA	1	1	1	0.18203084963336366	1592.6781309625567	10.488080070565443	30.98882680764847	4.805635056475864
174	-0.02040816326530381	0.9102564102564102	0.96	0.92	0.5318700812192252	5060.470922615771	11.858985030985176	98.43008211641015	6.17535813966358
120	0.0949494949494954	0.7071316646316647	0.7714285714285715	0.5428571428571428	0.25366026603850955	3523.7365227604846	11.40908059393402	68.52923903911329	5.725806083452383
133	NA	1	1	1	0.669061219793476	3811.9417905702603	11.328872446379533	74.15616682800224	5.645859018213969
117	-0.07401291097432815	0.33862949220092076	0.3287671232876712	-0.3424657534246575	-0.036055664452595386	4788.59939286424	11.554272194890936	93.0836256503804	5.871088832699411
84	0.026752329515104735	0.4428188213424972	0.4085072231139647	-0.18298555377207062	0.033595911848947245	3160.7772025117465	11.113575118251882	61.457319722426725	5.43100472077394
256	-0.055118729359962336	0.6836630718650646	0.704225352112676	0.4084507042253521	0.2870141964739541	4644.978943387314	11.65275604207746	90.29653441263302	5.96949435731427
144	-0.05142380306665337	0.7004577501841524	0.7569444444444444	0.5138888888888888	0.3059609935899056	3016.4539970632463	10.715158105235236	58.69102353973066	5.034251021821119
134	NA	1	1	1	0.38876654732253046	1858.463329649125	10.826115979573501	36.14351195887645	5.14309145463226
135	NA	1	1	1	0.387679973668564	1908.9419555397749	10.6862959442981	37.11572942671545	5.00369574460096
28	-0.06214409507303797	0.5032160649807709	0.49230769230769234	-0.015384615384615385	0.18095854808118955	3984.289101292604	11.192266328273123	77.46167295230414	5.509757202332219
206	0.03130711632568829	0.6452319342227599	0.6580645161290323	0.3161290322580645	0.2627634051342949	4732.25981072115	11.625535059946007	91.97909593291051	5.9427563674407695
119	0.02196872177456619	0.5328511700071822	0.5287958115183246	0.05759162303664921	0.21755250775837953	3414.186590564943	10.814571479901717	66.37794672510198	5.134708135481646
136	-0.14285714285714285	0.78125	0.75	0.5	0.27001218745078337	2748.6994556657987	11.313042764981013	53.44906466462643	5.629621420755025
137	NA	1	1	1	0.3413270840497195	4050.0271665514747	11.488110768736899	78.74123810424415	5.80486370324659
149	-0.015590200445434315	0.5019151138716356	0.4722222222222222	-0.05555555555555555	0.09862916595235495	9359.74919484842	12.055590968423875	181.79718342261424	6.37206318260258
208	-7.581501137396404e-4	0.9874921826141339	0.9984848484848485	0.996969696969697	1.7237429993012912	685.4085069688622	8.829339288592202	13.328830069610277	3.153948866315437
139	-0.23076923076923078	0.6527777777777778	0.625	0.25	0.3134046464597625	2683.851407844732	10.842912902523302	52.17221612412167	5.160387349648136
23	-0.026007986287545873	0.4053964887003512	0.4361602982292637	-0.1276794035414725	0.17266040122074441	3715.402236199732	11.063159281124307	72.23054001596465	5.381270547914256
525	0.011854271673828682	0.4984093462808633	0.4823848238482385	-0.03523035230352303	0.10916027782382508	3284.8927472674204	11.0567602122307	63.8959066112499	5.374848223694474
433	0.08528617475389849	0.7189232409381663	0.664	0.328	0.28445079624059033	3721.6593773072905	11.37276961573456	72.37409039779281	5.689686326280994
140	-0.05273297737656193	0.3972404812740947	0.388	-0.224	0.09720898609315917	3462.565079113237	11.232689336424784	67.32699502289525	5.550117413109618
121	-1	0	0	-1	0.1094795681445125	956.326076284004	8.935395602475591	18.598003654811908	3.262208114352655
44	-0.019999999999998037	0.9513888888888888	0.9607843137254902	0.9215686274509803	0.5150859586148271	5686.556981953108	11.859170844302199	110.54791696622085	6.175583118790358
372	-0.08428005284015862	0.31050543024227234	0.2962962962962963	-0.4074074074074074	0.01784648099743028	3050.4590387943013	10.68990986760316	59.29897672976789	5.009086298256439
190	0.08080056008090036	0.6126544340468398	0.640117994100295	0.28023598820059	0.23638748064503376	6389.435479845702	11.755186689652003	124.00994827780288	6.072095874700625
26	6.196554715579265e-4	0.6034123813922576	0.5625	0.125	0.23303902063101903	4074.0040120635103	11.332244257654112	79.16965841354487	5.6499192131913105
352	0.04632775744903281	0.5077530656244564	0.49640287769784175	-0.007194244604316547	0.12254497502959368	4747.37310387938	11.588904982712602	92.30603552246822	5.905662674915509
142	-1	0	0	-1	-0.099201647534679	1158.2986410653054	10.028548307278065	22.5144175300865	4.346962941041815
143	NA	1	1	1	0.21936458025379402	11894.93271248096	13.122806208517549	231.29070489240655	7.438587042264445
3	NA	1	1	1	-0.4341925249411195	1153.1204323293293	7.902082689497226	22.465942112075524	2.2872036217049576
83	0.09873150105708241	0.5844426406926407	0.6054421768707483	0.2108843537414966	0.16398143682620428	3698.103498293635	11.269633778374653	71.90486685279699	5.5866288960277615
96	-0.1431682090364728	0.5963963963963964	0.58	0.16	0.4950011688910774	4884.621436305374	11.847816854706608	94.9296168664427	6.1642372780631955
145	NA	1	1	1	1.053915139395985	5692.822929551185	12.32085326955135	110.69724705600669	6.636832570755345
146	-0.3333333333333333	0.5	0.5	0	0.12361978858320025	3473.991854738365	11.646036662783626	67.50249810829837	5.962357590755557
2	NA	1	1	1	0.418987082336011	2326.094442168248	10.22767385293156	45.2461730090603	4.547677508265545
148	-0.07142857142857138	0.3611111111111111	0.4	-0.2	0.16453823757142783	5936.939049259347	11.989463077827383	115.41215068545182	6.305831599420478
349	-0.008378878049364135	0.4468285894426176	0.383881230116649	-0.23223753976670203	-0.011468808091592052	3450.4382361601056	10.522337874361279	67.05463085570032	4.842759459697346
234	-1	0	0	-1	-0.1588023414375495	4032.084872392583	10.748494834529584	78.38008830050495	5.066667487222595
8	NA	1	1	1	0.5694610038105437	1919.8053816189695	10.725349207046426	37.342517911475035	5.042649299422743
151	NA	1	1	1	0.7115313661236935	3853.646017662005	11.87601220934415	74.92914640349571	6.19215014336091
209	0.29999999999999977	0.7916666666666666	0.7142857142857143	0.42857142857142855	0.23236987066973025	6135.860590744861	12.3504900383796	119.34159086228456	6.666488214404458
54	0.4559810576767014	0.7318409157062408	0.8077922077922078	0.6155844155844156	-0.20794619704710202	28108.317855957488	13.967157954579857	545.5900340721216	8.282915553098515
152	NA	1	1	1	1.26000348061693	5708.728099913535	12.2883138992532	111.037286254374	6.60432824860725
153	-0.14285714285714285	0.7	0.75	0.5	0.5680484699504129	6753.404766704494	11.06720252451567	131.1001816555686	5.390290712787622
112	NA	1	1	1	0.2519076335814635	4505.454860300552	12.03365376092195	87.62801060384848	6.349743131162213
154	NA	1	1	1	0.7729927267860165	2929.7439093089	11.465676724930251	56.94379239159875	5.78208431180337
