community_id	newman	bynode	totalfrac	diffraction
130	NA	1	1	1
210	0.3977191732002919	0.963276836158192	0.9928994082840237	0.9857988165680474
6	-2.6673779695246606e-4	0.993765364488256	0.9994666666666666	0.9989333333333333
132	-0.0013071895425161078	0.9896551724137931	0.9973890339425587	0.9947780678851175
20	0.49859154929577626	0.98615	0.9971910112359551	0.9943820224719101
67	0.5150426582846883	0.8336195650074326	0.8303030303030303	0.6606060606060606
62	NA	1	1	1
36	NA	1	1	1
110	NA	1	1	1
25	NA	1	1	1
235	0.6648451730418933	0.9939353099730458	0.9963768115942029	0.9927536231884058
201	NA	1	1	1
1	NA	1	1	1
242	NA	1	1	1
33	NA	1	1	1
13	NA	1	1	1
150	-0.0015236160488041972	0.9846368715083799	0.9959432048681541	0.9918864097363083
131	NA	1	1	1
276	NA	1	1	1
89	NA	1	1	1
174	NA	1	1	1
120	NA	1	1	1
133	NA	1	1	1
117	0.5710088148873653	0.8851190476190476	0.9178082191780822	0.8356164383561644
84	NA	1	1	1
256	NA	1	1	1
144	NA	1	1	1
134	NA	1	1	1
135	NA	1	1	1
28	NA	1	1	1
206	-0.003236245954721442	0.9862385321100917	0.9935483870967742	0.9870967741935484
119	0.4313917505581883	0.8579428869754504	0.8507853403141361	0.7015706806282722
136	NA	1	1	1
137	NA	1	1	1
149	NA	1	1	1
208	0.046631543548929504	0.2751787398966886	0.1409090909090909	-0.7181818181818181
139	-0.16666666666666666	0.1111111111111111	0.125	-0.75
23	NA	1	1	1
525	NA	1	1	1
433	0.9728997289972899	0.9875621890547264	0.992	0.984
140	NA	1	1	1
121	NA	1	1	1
44	NA	1	1	1
372	NA	1	1	1
190	NA	1	1	1
26	NA	1	1	1
352	-0.0012004801920478957	0.9895104895104895	0.9976019184652278	0.9952038369304557
142	NA	1	1	1
143	NA	1	1	1
3	NA	1	1	1
83	NA	1	1	1
96	0.6563573883161511	0.9774774774774775	0.98	0.96
145	NA	1	1	1
146	NA	1	1	1
2	NA	1	1	1
148	NA	1	1	1
349	NA	1	1	1
234	NA	1	1	1
8	NA	1	1	1
151	NA	1	1	1
209	NA	1	1	1
54	0.29865367775831875	0.5267702480471749	0.3948051948051948	-0.21038961038961038
152	NA	1	1	1
153	NA	1	1	1
112	NA	1	1	1
154	NA	1	1	1
58	-0.005714285714267017	0.9696969696969697	0.9886363636363636	0.9772727272727273
86	NA	1	1	1
504	NA	1	1	1
101	NA	1	1	1
61	NA	1	1	1
75	NA	1	1	1
157	NA	1	1	1
158	NA	1	1	1
37	NA	1	1	1
100	NA	1	1	1
159	-0.24401913875598089	0.19047619047619047	0.23076923076923078	-0.5384615384615384
35	NA	1	1	1
160	NA	1	1	1
161	-0.05073041168658697	0.14396825396825397	0.06521739130434782	-0.8695652173913043
163	NA	1	1	1
11	NA	1	1	1
164	NA	1	1	1
147	NA	1	1	1
14	NA	1	1	1
166	NA	1	1	1
38	NA	1	1	1
141	NA	1	1	1
168	NA	1	1	1
169	NA	1	1	1
170	NA	1	1	1
103	NA	1	1	1
15	-0.6	0	0	-1
171	NA	1	1	1
173	NA	1	1	1
52	NA	1	1	1
305	NA	1	1	1
175	-0.6	0	0	-1
176	NA	1	1	1
503	NA	1	1	1
177	NA	1	1	1
55	NA	1	1	1
80	-0.024117041947651168	0.11375707625707626	0.08571428571428572	-0.8285714285714286
178	-0.1464968152866242	0.2	0.1	-0.8
179	NA	1	1	1
180	NA	1	1	1
4	NA	1	1	1
181	NA	1	1	1
5	NA	1	1	1
182	NA	1	1	1
183	NA	1	1	1
21	NA	1	1	1
184	NA	1	1	1
185	NA	1	1	1
302	NA	1	1	1
187	NA	1	1	1
88	NA	1	1	1
53	NA	1	1	1
484	0.03646237393328161	0.17875	0.14814814814814814	-0.7037037037037037
189	NA	1	1	1
92	NA	1	1	1
191	NA	1	1	1
193	0.016997792494481218	0.23328911426737514	0.1643835616438356	-0.6712328767123288
71	-0.09090909090908979	0.7857142857142857	0.8333333333333334	0.6666666666666666
194	NA	1	1	1
138	NA	1	1	1
156	NA	1	1	1
195	NA	1	1	1
611	NA	1	1	1
12	NA	1	1	1
197	NA	1	1	1
198	NA	1	1	1
56	NA	1	1	1
199	NA	1	1	1
10	NA	1	1	1
200	NA	1	1	1
202	-1	0	0	-1
203	NA	1	1	1
204	NA	1	1	1
205	NA	1	1	1
76	NA	1	1	1
42	-1	0	0	-1
207	NA	1	1	1
356	NA	1	1	1
63	NA	1	1	1
211	NA	1	1	1
212	NA	1	1	1
232	NA	1	1	1
7	NA	1	1	1
213	NA	1	1	1
214	NA	1	1	1
447	NA	1	1	1
215	NA	1	1	1
216	NA	1	1	1
18	NA	1	1	1
97	NA	1	1	1
218	NA	1	1	1
248	NA	1	1	1
219	NA	1	1	1
220	NA	1	1	1
74	NA	1	1	1
19	NA	1	1	1
221	NA	1	1	1
155	NA	1	1	1
222	NA	1	1	1
223	NA	1	1	1
224	NA	1	1	1
225	NA	1	1	1
9	NA	1	1	1
227	NA	1	1	1
226	NA	1	1	1
228	NA	1	1	1
229	-1	0	0	-1
129	0.03279075253597546	0.1966684704184704	0.18	-0.64
230	NA	1	1	1
231	-0.05023364485981309	0.11231884057971014	0.06451612903225806	-0.8709677419354839
34	0.6140350877192986	0.9	0.9090909090909091	0.8181818181818182
373	-0.391304347826087	0	0	-1
31	NA	1	1	1
233	NA	1	1	1
387	-0.3333333333333333	0.5	0.5	0
188	NA	1	1	1
236	NA	1	1	1
237	NA	1	1	1
238	NA	1	1	1
239	NA	1	1	1
240	NA	1	1	1
241	NA	1	1	1
243	NA	1	1	1
244	-1	0	0	-1
245	NA	1	1	1
246	-0.38461538461538464	0	0	-1
32	NA	1	1	1
249	NA	1	1	1
670	NA	1	1	1
380	NA	1	1	1
251	NA	1	1	1
592	NA	1	1	1
49	NA	1	1	1
252	NA	1	1	1
253	NA	1	1	1
255	-0.3333333333333333	0.5	0.5	0
257	NA	1	1	1
258	NA	1	1	1
259	NA	1	1	1
260	NA	1	1	1
261	NA	1	1	1
293	NA	1	1	1
16	NA	1	1	1
263	NA	1	1	1
264	NA	1	1	1
265	NA	1	1	1
17	NA	1	1	1
266	NA	1	1	1
118	NA	1	1	1
267	NA	1	1	1
268	NA	1	1	1
45	NA	1	1	1
269	NA	1	1	1
270	NA	1	1	1
271	NA	1	1	1
344	-0.05527638190954773	0.12121212121212122	0.06666666666666667	-0.8666666666666667
272	NA	1	1	1
273	NA	1	1	1
274	NA	1	1	1
278	NA	1	1	1
279	NA	1	1	1
280	NA	1	1	1
281	NA	1	1	1
282	NA	1	1	1
69	NA	1	1	1
262	NA	1	1	1
79	-0.09090909090909091	0.3	0.25	-0.5
250	NA	1	1	1
283	NA	1	1	1
284	NA	1	1	1
66	NA	1	1	1
64	-0.03703703703703835	0.8333333333333334	0.9285714285714286	0.8571428571428571
286	NA	1	1	1
287	NA	1	1	1
412	NA	1	1	1
288	NA	1	1	1
289	NA	1	1	1
290	-1	0	0	-1
291	NA	1	1	1
292	NA	1	1	1
294	NA	1	1	1
295	NA	1	1	1
296	NA	1	1	1
299	NA	1	1	1
301	NA	1	1	1
186	NA	1	1	1
277	NA	1	1	1
303	NA	1	1	1
27	NA	1	1	1
304	NA	1	1	1
113	-0.25000000000000006	0	0	-1
196	NA	1	1	1
306	NA	1	1	1
381	0.0064516129032258715	0.3541666666666667	0.36363636363636365	-0.2727272727272727
307	NA	1	1	1
308	NA	1	1	1
309	NA	1	1	1
310	NA	1	1	1
311	-1	0	0	-1
29	NA	1	1	1
312	NA	1	1	1
313	NA	1	1	1
46	NA	1	1	1
314	NA	1	1	1
315	NA	1	1	1
316	NA	1	1	1
317	-1	0	0	-1
318	NA	1	1	1
320	NA	1	1	1
321	NA	1	1	1
323	NA	1	1	1
22	NA	1	1	1
324	NA	1	1	1
40	-0.38461538461538464	0	0	-1
297	-1	0	0	-1
51	NA	1	1	1
326	NA	1	1	1
327	NA	1	1	1
328	NA	1	1	1
329	NA	1	1	1
330	NA	1	1	1
331	NA	1	1	1
332	NA	1	1	1
333	NA	1	1	1
546	-0.3333333333333333	0.5	0.5	0
334	NA	1	1	1
43	NA	1	1	1
91	-0.05263157894736843	0.25	0.2	-0.6
59	NA	1	1	1
335	NA	1	1	1
697	NA	1	1	1
336	NA	1	1	1
337	NA	1	1	1
400	NA	1	1	1
298	NA	1	1	1
338	NA	1	1	1
77	NA	1	1	1
340	NA	1	1	1
24	NA	1	1	1
341	NA	1	1	1
342	NA	1	1	1
343	NA	1	1	1
345	NA	1	1	1
30	NA	1	1	1
347	NA	1	1	1
165	NA	1	1	1
348	NA	1	1	1
545	NA	1	1	1
350	NA	1	1	1
351	NA	1	1	1
353	NA	1	1	1
354	NA	1	1	1
355	NA	1	1	1
357	NA	1	1	1
358	NA	1	1	1
360	NA	1	1	1
300	NA	1	1	1
361	NA	1	1	1
217	NA	1	1	1
362	NA	1	1	1
363	NA	1	1	1
364	NA	1	1	1
365	NA	1	1	1
366	NA	1	1	1
367	NA	1	1	1
368	NA	1	1	1
369	NA	1	1	1
39	NA	1	1	1
370	NA	1	1	1
371	NA	1	1	1
319	NA	1	1	1
374	NA	1	1	1
48	NA	1	1	1
47	NA	1	1	1
375	-1	0	0	-1
50	NA	1	1	1
376	NA	1	1	1
377	NA	1	1	1
378	NA	1	1	1
379	NA	1	1	1
382	NA	1	1	1
81	NA	1	1	1
383	NA	1	1	1
385	NA	1	1	1
386	NA	1	1	1
94	NA	1	1	1
85	NA	1	1	1
41	NA	1	1	1
388	-1	0	0	-1
389	NA	1	1	1
172	NA	1	1	1
390	-0.3333333333333333	0.5	0.5	0
391	NA	1	1	1
392	NA	1	1	1
393	NA	1	1	1
394	NA	1	1	1
395	NA	1	1	1
396	NA	1	1	1
397	NA	1	1	1
398	NA	1	1	1
399	NA	1	1	1
68	NA	1	1	1
401	NA	1	1	1
402	NA	1	1	1
403	-1	0	0	-1
404	NA	1	1	1
405	NA	1	1	1
406	NA	1	1	1
407	NA	1	1	1
408	NA	1	1	1
409	NA	1	1	1
411	NA	1	1	1
413	-1	0	0	-1
414	NA	1	1	1
415	NA	1	1	1
416	NA	1	1	1
417	NA	1	1	1
418	NA	1	1	1
419	NA	1	1	1
420	NA	1	1	1
421	NA	1	1	1
108	NA	1	1	1
105	NA	1	1	1
422	NA	1	1	1
423	NA	1	1	1
192	NA	1	1	1
460	-0.11111111111111113	0.2222222222222222	0.2	-0.6
424	NA	1	1	1
425	-1	0	0	-1
426	NA	1	1	1
65	0.09333333333333337	0.4107142857142857	0.29411764705882354	-0.4117647058823529
128	NA	1	1	1
427	-0.6	0	0	-1
428	-0.3333333333333333	0.5	0.5	0
429	NA	1	1	1
430	NA	1	1	1
431	NA	1	1	1
432	NA	1	1	1
434	NA	1	1	1
82	NA	1	1	1
435	-1	0	0	-1
116	NA	1	1	1
436	-1	0	0	-1
127	NA	1	1	1
57	NA	1	1	1
437	NA	1	1	1
438	NA	1	1	1
439	NA	1	1	1
60	NA	1	1	1
440	-0.3333333333333333	0	0	-1
441	NA	1	1	1
442	NA	1	1	1
443	NA	1	1	1
444	NA	1	1	1
445	NA	1	1	1
446	NA	1	1	1
70	NA	1	1	1
448	NA	1	1	1
449	NA	1	1	1
167	NA	1	1	1
73	NA	1	1	1
450	NA	1	1	1
451	NA	1	1	1
452	NA	1	1	1
453	NA	1	1	1
454	NA	1	1	1
455	NA	1	1	1
456	NA	1	1	1
457	NA	1	1	1
458	NA	1	1	1
459	NA	1	1	1
461	NA	1	1	1
462	NA	1	1	1
463	NA	1	1	1
464	NA	1	1	1
465	NA	1	1	1
466	NA	1	1	1
467	NA	1	1	1
468	NA	1	1	1
285	NA	1	1	1
471	-0.38461538461538464	0	0	-1
102	NA	1	1	1
470	NA	1	1	1
472	NA	1	1	1
339	NA	1	1	1
473	NA	1	1	1
474	NA	1	1	1
95	NA	1	1	1
476	NA	1	1	1
477	NA	1	1	1
478	NA	1	1	1
479	NA	1	1	1
384	NA	1	1	1
107	-0.3333333333333333	0.5	0.5	0
480	NA	1	1	1
481	-0.3333333333333333	0.5	0.5	0
482	NA	1	1	1
483	NA	1	1	1
486	NA	1	1	1
487	NA	1	1	1
488	NA	1	1	1
78	NA	1	1	1
489	NA	1	1	1
490	NA	1	1	1
491	NA	1	1	1
72	NA	1	1	1
492	NA	1	1	1
493	NA	1	1	1
494	NA	1	1	1
495	NA	1	1	1
496	0	0.5833333333333334	0.5	0
497	NA	1	1	1
500	NA	1	1	1
254	NA	1	1	1
501	NA	1	1	1
502	NA	1	1	1
505	NA	1	1	1
98	NA	1	1	1
507	NA	1	1	1
508	-1	0	0	-1
509	-0.3333333333333333	0.5	0.5	0
410	NA	1	1	1
510	-1	0	0	-1
511	NA	1	1	1
513	NA	1	1	1
514	-1	0	0	-1
469	NA	1	1	1
325	-1	0	0	-1
515	NA	1	1	1
516	NA	1	1	1
517	NA	1	1	1
518	NA	1	1	1
519	NA	1	1	1
520	NA	1	1	1
521	NA	1	1	1
522	NA	1	1	1
275	-1	0	0	-1
523	NA	1	1	1
524	NA	1	1	1
322	NA	1	1	1
526	NA	1	1	1
527	NA	1	1	1
90	NA	1	1	1
529	NA	1	1	1
530	NA	1	1	1
531	NA	1	1	1
532	NA	1	1	1
538	NA	1	1	1
533	NA	1	1	1
475	NA	1	1	1
534	NA	1	1	1
535	NA	1	1	1
536	NA	1	1	1
537	NA	1	1	1
106	-0.33333333333333337	0.3333333333333333	0.3333333333333333	-0.3333333333333333
125	NA	1	1	1
539	-0.1333333333333332	0.7523809523809524	0.7647058823529411	0.5294117647058824
499	NA	1	1	1
540	NA	1	1	1
541	NA	1	1	1
506	NA	1	1	1
542	-1	0	0	-1
162	NA	1	1	1
543	NA	1	1	1
87	-0.3846153846153847	0.075	0.1111111111111111	-0.7777777777777778
544	NA	1	1	1
115	NA	1	1	1
547	NA	1	1	1
549	NA	1	1	1
550	NA	1	1	1
551	NA	1	1	1
552	-1	0	0	-1
553	NA	1	1	1
554	NA	1	1	1
555	NA	1	1	1
556	NA	1	1	1
557	NA	1	1	1
558	NA	1	1	1
559	NA	1	1	1
560	NA	1	1	1
561	NA	1	1	1
562	NA	1	1	1
126	NA	1	1	1
563	NA	1	1	1
564	NA	1	1	1
565	NA	1	1	1
566	NA	1	1	1
567	NA	1	1	1
568	NA	1	1	1
485	NA	1	1	1
569	NA	1	1	1
570	NA	1	1	1
571	NA	1	1	1
572	-0.11314984709480147	0.7490079365079365	0.7307692307692307	0.46153846153846156
573	-1	0	0	-1
574	NA	1	1	1
575	NA	1	1	1
576	NA	1	1	1
577	NA	1	1	1
578	NA	1	1	1
579	NA	1	1	1
99	NA	1	1	1
580	NA	1	1	1
109	NA	1	1	1
528	NA	1	1	1
581	NA	1	1	1
93	NA	1	1	1
582	NA	1	1	1
583	NA	1	1	1
584	NA	1	1	1
585	NA	1	1	1
586	NA	1	1	1
587	NA	1	1	1
588	NA	1	1	1
589	NA	1	1	1
590	NA	1	1	1
124	NA	1	1	1
591	NA	1	1	1
593	NA	1	1	1
594	NA	1	1	1
595	NA	1	1	1
596	NA	1	1	1
597	NA	1	1	1
598	NA	1	1	1
599	NA	1	1	1
600	NA	1	1	1
601	-1	0	0	-1
602	NA	1	1	1
603	NA	1	1	1
498	-1	0	0	-1
604	NA	1	1	1
605	-1	0	0	-1
606	NA	1	1	1
607	NA	1	1	1
608	NA	1	1	1
609	NA	1	1	1
610	NA	1	1	1
612	NA	1	1	1
613	NA	1	1	1
614	NA	1	1	1
615	NA	1	1	1
104	NA	1	1	1
616	NA	1	1	1
114	-0.20000000000000057	0.6666666666666666	0.6666666666666666	0.3333333333333333
617	NA	1	1	1
618	NA	1	1	1
619	NA	1	1	1
620	NA	1	1	1
123	NA	1	1	1
621	NA	1	1	1
622	NA	1	1	1
623	NA	1	1	1
624	NA	1	1	1
625	NA	1	1	1
626	NA	1	1	1
627	NA	1	1	1
628	NA	1	1	1
629	-1	0	0	-1
630	NA	1	1	1
631	NA	1	1	1
632	NA	1	1	1
633	NA	1	1	1
634	NA	1	1	1
635	NA	1	1	1
636	NA	1	1	1
637	NA	1	1	1
638	NA	1	1	1
111	NA	1	1	1
639	NA	1	1	1
640	NA	1	1	1
641	NA	1	1	1
346	NA	1	1	1
642	NA	1	1	1
643	NA	1	1	1
644	NA	1	1	1
645	NA	1	1	1
646	NA	1	1	1
647	NA	1	1	1
648	NA	1	1	1
649	NA	1	1	1
650	NA	1	1	1
651	NA	1	1	1
652	NA	1	1	1
653	NA	1	1	1
654	NA	1	1	1
655	NA	1	1	1
656	NA	1	1	1
657	NA	1	1	1
658	NA	1	1	1
659	NA	1	1	1
660	NA	1	1	1
661	NA	1	1	1
662	NA	1	1	1
663	NA	1	1	1
664	NA	1	1	1
665	NA	1	1	1
666	NA	1	1	1
667	NA	1	1	1
668	NA	1	1	1
669	NA	1	1	1
671	NA	1	1	1
672	NA	1	1	1
122	NA	1	1	1
673	NA	1	1	1
674	NA	1	1	1
359	NA	1	1	1
675	NA	1	1	1
676	NA	1	1	1
677	-1	0	0	-1
678	NA	1	1	1
679	NA	1	1	1
680	NA	1	1	1
681	NA	1	1	1
682	NA	1	1	1
683	NA	1	1	1
684	NA	1	1	1
685	NA	1	1	1
686	-0.3333333333333333	0.5	0.5	0
548	NA	1	1	1
687	NA	1	1	1
688	NA	1	1	1
689	NA	1	1	1
247	NA	1	1	1
690	NA	1	1	1
691	NA	1	1	1
692	NA	1	1	1
693	NA	1	1	1
694	NA	1	1	1
695	NA	1	1	1
696	NA	1	1	1
512	-0.6	0	0	-1
698	NA	1	1	1
699	NA	1	1	1
700	NA	1	1	1
701	NA	1	1	1
