community_id	newman	bynode	totalfrac	diffraction
2	0.04309708813128752	0.1147669943347274	0.09408602150537634	-0.8118279569892473
5	0.02011183575596942	0.11058388060649202	0.09214929214929216	-0.8157014157014157
1	0.01728369660084653	0.08640664162128746	0.0776727702303603	-0.8446544595392794
9	0.05694745731838582	0.11013090873205651	0.11194029850746269	-0.7761194029850746
7	0.08457969995490919	0.15498629493844804	0.1471698113207547	-0.7056603773584905
11	0.028551133108773868	0.10660308213774891	0.08852459016393442	-0.8229508196721311
3	0.11973525872442842	0.17182949626131444	0.18947368421052632	-0.6210526315789474
18	-0.10385756676557867	0.023809523809523808	0.03225806451612903	-0.9354838709677419
15	-0.040833500300540976	0.07052808302808303	0.05128205128205128	-0.8974358974358975
10	0.014066184242621356	0.08922902494331066	0.0851063829787234	-0.8297872340425532
12	-0.008024820352933473	0.0711893673799142	0.07227488151658767	-0.8554502369668247
42	0.21052631578947373	0.475	0.4	-0.2
48	-0.21212121212121213	0	0	-1
17	-0.0422333571939871	0.05357142857142857	0.07142857142857142	-0.8571428571428571
8	0.07157979906951654	0.1536902404026546	0.14318706697459585	-0.7136258660508084
99	-0.3333333333333333	0	0	-1
6	0.08744986565943691	0.1300743096854821	0.1434878587196468	-0.7130242825607064
20	-0.15068493150684925	0.15	0.14285714285714285	-0.7142857142857143
218	-1	0	0	-1
14	0.05833924769339956	0.13747519841269842	0.1308411214953271	-0.7383177570093458
122	-0.3333333333333333	0.5	0.5	0
33	-1	0	0	-1
291	-1	0	0	-1
4	0.06114876917588295	0.13040123456790123	0.1568627450980392	-0.6862745098039216
255	-0.09090909090909094	0.375	0.3333333333333333	-0.3333333333333333
117	-0.23076923076923078	0.4666666666666667	0.5	0
69	-0.6	0	0	-1
19	0.016018306636155673	0.15833333333333333	0.18604651162790697	-0.627906976744186
288	-1	0	0	-1
150	-1	0	0	-1
221	-1	0	0	-1
123	-1	0	0	-1
280	NA	1	1	1
39	-0.6	0	0	-1
266	-0.08886618998978547	0.047193877551020405	0.04878048780487805	-0.9024390243902439
13	0.010516899042133081	0.12063540139198034	0.10022271714922049	-0.799554565701559
346	-0.3333333333333333	0.5	0.5	0
57	-1	0	0	-1
106	-1	0	0	-1
233	-1	0	0	-1
74	NA	1	1	1
228	0.06666666666666665	0.35714285714285715	0.42857142857142855	-0.14285714285714285
16	0.05234159779614329	0.13293650793650794	0.16279069767441862	-0.6744186046511628
229	NA	1	1	1
75	-0.391304347826087	0	0	-1
344	NA	1	1	1
166	-0.3333333333333333	0.5	0.5	0
399	NA	1	1	1
187	-0.6	0	0	-1
169	-0.24999999999999994	0.16666666666666666	0.2	-0.6
91	-0.14285714285714285	0.2	0.25	-0.5
58	-0.007194244604316554	0.2878787878787879	0.3	-0.4
84	-0.5238095238095238	0	0	-1
268	-1	0	0	-1
126	NA	1	1	1
94	-0.4117647058823529	0.26666666666666666	0.25	-0.5
353	-0.3513513513513514	0	0	-1
73	-0.6	0	0	-1
203	-1	0	0	-1
379	-1	0	0	-1
397	-0.02941176470588235	0.210989010989011	0.2	-0.6
312	-1	0	0	-1
236	NA	1	1	1
23	0.12727272727272726	0.29901960784313725	0.25	-0.5
149	-1	0	0	-1
145	-0.6	0	0	-1
359	-1	0	0	-1
89	-1	0	0	-1
200	-0.5000000000000001	0	0	-1
28	-0.6	0	0	-1
65	-0.3333333333333333	0	0	-1
137	-0.6	0	0	-1
368	-1	0	0	-1
238	-1	0	0	-1
283	-1	0	0	-1
285	-1	0	0	-1
337	NA	1	1	1
306	-1	0	0	-1
377	-1	0	0	-1
71	-0.6	0	0	-1
61	-0.3333333333333333	0.5	0.5	0
27	-0.16546762589928055	0	0	-1
196	-1	0	0	-1
252	-1	0	0	-1
201	-1	0	0	-1
153	-0.6	0	0	-1
162	-1	0	0	-1
316	-0.6	0	0	-1
163	-0.09090909090909094	0.375	0.3333333333333333	-0.3333333333333333
132	-0.21212121212121224	0.20833333333333334	0.2	-0.6
308	-0.6	0	0	-1
72	-1	0	0	-1
37	-0.3333333333333333	0.25	0.25	-0.5
290	-1	0	0	-1
30	-0.6	0	0	-1
208	-1	0	0	-1
338	NA	1	1	1
111	-0.38461538461538464	0	0	-1
82	-1	0	0	-1
156	-1	0	0	-1
35	NA	1	1	1
59	-0.22033898305084748	0	0	-1
317	-1	0	0	-1
38	-0.6	0	0	-1
210	NA	1	1	1
113	-1	0	0	-1
21	0.16666666666666666	0.5	0.4	-0.2
366	-1	0	0	-1
293	-1	0	0	-1
251	NA	1	1	1
237	-0.6	0	0	-1
79	-1	0	0	-1
138	-1	0	0	-1
67	-0.3333333333333333	0.5	0.5	0
133	-1	0	0	-1
151	-1	0	0	-1
245	-1	0	0	-1
225	-0.3333333333333333	0.5	0.5	0
240	-1	0	0	-1
101	-1	0	0	-1
170	-1	0	0	-1
143	-1	0	0	-1
22	-0.31578947368421056	0	0	-1
114	-0.09090909090909094	0.375	0.3333333333333333	-0.3333333333333333
227	-1	0	0	-1
321	-1	0	0	-1
204	-0.6	0	0	-1
