ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
GO:0007186	G protein-coupled receptor signaling pathway	378	-0.5111977114054208	-2.0333616166464057	1.0218679746576743e-4	0.010243832058865966	0.008384435533981447	2650	tags=43%, list=21%, signal=35%	ENSG00000177283/ENSG00000170214/ENSG00000138031/ENSG00000128617/ENSG00000158292/ENSG00000109756/ENSG00000198121/ENSG00000121807/ENSG00000111664/ENSG00000127366/ENSG00000184588/ENSG00000171873/ENSG00000137486/ENSG00000111432/ENSG00000154358/ENSG00000131477/ENSG00000181631/ENSG00000113319/ENSG00000169508/ENSG00000267534/ENSG00000180739/ENSG00000100739/ENSG00000159618/ENSG00000163485/ENSG00000171680/ENSG00000198873/ENSG00000143185/ENSG00000165804/ENSG00000181790/ENSG00000196277/ENSG00000123146/ENSG00000277632/ENSG00000275302/ENSG00000139679/ENSG00000125910/ENSG00000165029/ENSG00000176533/ENSG00000101333/ENSG00000082482/ENSG00000240771/ENSG00000069482/ENSG00000125384/ENSG00000173567/ENSG00000004948/ENSG00000128266/ENSG00000134318/ENSG00000104213/ENSG00000148734/ENSG00000152990/ENSG00000170425/ENSG00000164850/ENSG00000205726/ENSG00000135898/ENSG00000143184/ENSG00000277399/ENSG00000139132/ENSG00000113262/ENSG00000147437/ENSG00000123360/ENSG00000144648/ENSG00000168229/ENSG00000184350/ENSG00000020181/ENSG00000129675/ENSG00000162618/ENSG00000125730/ENSG00000188710/ENSG00000184451/ENSG00000171408/ENSG00000248099/ENSG00000184160/ENSG00000112414/ENSG00000100077/ENSG00000106113/ENSG00000144407/ENSG00000135298/ENSG00000119737/ENSG00000150594/ENSG00000182621/ENSG00000163251/ENSG00000117114/ENSG00000115138/ENSG00000069122/ENSG00000146469/ENSG00000129048/ENSG00000144476/ENSG00000113231/ENSG00000046889/ENSG00000173175/ENSG00000160145/ENSG00000173662/ENSG00000174944/ENSG00000186188/ENSG00000186479/ENSG00000184845/ENSG00000129467/ENSG00000186469/ENSG00000171659/ENSG00000138271/ENSG00000085265/ENSG00000148604/ENSG00000155760/ENSG00000145675/ENSG00000169313/ENSG00000136002/ENSG00000107562/ENSG00000112164/ENSG00000170989/ENSG00000108551/ENSG00000111452/ENSG00000167191/ENSG00000166148/ENSG00000255398/ENSG00000118432/ENSG00000197696/ENSG00000120088/ENSG00000174804/ENSG00000162881/ENSG00000131016/ENSG00000150471/ENSG00000172935/ENSG00000171522/ENSG00000274286/ENSG00000160801/ENSG00000153292/ENSG00000136160/ENSG00000168539/ENSG00000133067/ENSG00000122420/ENSG00000127920/ENSG00000183134/ENSG00000186642/ENSG00000148926/ENSG00000196139/ENSG00000078401/ENSG00000164849/ENSG00000169252/ENSG00000078549/ENSG00000139874/ENSG00000188763/ENSG00000182885/ENSG00000126895/ENSG00000179921/ENSG00000149295/ENSG00000169418/ENSG00000213088/ENSG00000163739/ENSG00000182732/ENSG00000135046/ENSG00000276409/ENSG00000151882/ENSG00000144230/ENSG00000006210/ENSG00000115353/ENSG00000164825/ENSG00000163734/ENSG00000137077/ENSG00000132975/ENSG00000180914/ENSG00000124205/ENSG00000081041
GO:0007155	cell adhesion	327	-0.43135903073648424	-1.7048221531001455	1.0316723408645414e-4	0.010243832058865966	0.008384435533981447	2185	tags=35%, list=17%, signal=30%	ENSG00000018236/ENSG00000148600/ENSG00000010327/ENSG00000181790/ENSG00000253537/ENSG00000150093/ENSG00000123146/ENSG00000125266/ENSG00000262576/ENSG00000107186/ENSG00000275302/ENSG00000253485/ENSG00000253731/ENSG00000182264/ENSG00000240184/ENSG00000165194/ENSG00000159921/ENSG00000105855/ENSG00000111859/ENSG00000120327/ENSG00000196581/ENSG00000100842/ENSG00000132470/ENSG00000261934/ENSG00000253305/ENSG00000197479/ENSG00000182511/ENSG00000172889/ENSG00000136235/ENSG00000253873/ENSG00000177839/ENSG00000262209/ENSG00000120328/ENSG00000074660/ENSG00000135862/ENSG00000112769/ENSG00000062038/ENSG00000090776/ENSG00000112902/ENSG00000272674/ENSG00000171914/ENSG00000113205/ENSG00000140682/ENSG00000113209/ENSG00000113248/ENSG00000110799/ENSG00000253953/ENSG00000113212/ENSG00000144668/ENSG00000140511/ENSG00000119326/ENSG00000134755/ENSG00000081818/ENSG00000116106/ENSG00000171747/ENSG00000081853/ENSG00000064205/ENSG00000149557/ENSG00000179242/ENSG00000254122/ENSG00000184144/ENSG00000144476/ENSG00000196569/ENSG00000083857/ENSG00000134115/ENSG00000142627/ENSG00000101680/ENSG00000132205/ENSG00000123096/ENSG00000108622/ENSG00000129244/ENSG00000113211/ENSG00000154229/ENSG00000198053/ENSG00000254245/ENSG00000142871/ENSG00000115963/ENSG00000107282/ENSG00000140835/ENSG00000107562/ENSG00000170989/ENSG00000076706/ENSG00000197635/ENSG00000092445/ENSG00000112761/ENSG00000198910/ENSG00000140545/ENSG00000181143/ENSG00000102290/ENSG00000133401/ENSG00000144857/ENSG00000189184/ENSG00000174175/ENSG00000142910/ENSG00000102010/ENSG00000162733/ENSG00000166482/ENSG00000154330/ENSG00000101311/ENSG00000134762/ENSG00000154529/ENSG00000151914/ENSG00000136011/ENSG00000149294/ENSG00000105376/ENSG00000138722/ENSG00000101955/ENSG00000106714/ENSG00000134121/ENSG00000165124/ENSG00000081277/ENSG00000189056/ENSG00000006210/ENSG00000168477/ENSG00000206384/ENSG00000135218
GO:0008284	positive regulation of cell proliferation	323	-0.3904204616165267	-1.5414975538610047	1.0332713370531102e-4	0.010243832058865966	0.008384435533981447	2076	tags=26%, list=16%, signal=23%	ENSG00000198719/ENSG00000150093/ENSG00000163577/ENSG00000125266/ENSG00000148400/ENSG00000188505/ENSG00000125378/ENSG00000184371/ENSG00000128052/ENSG00000141441/ENSG00000137575/ENSG00000242689/ENSG00000111087/ENSG00000175344/ENSG00000180543/ENSG00000081985/ENSG00000164850/ENSG00000077782/ENSG00000115758/ENSG00000037280/ENSG00000164920/ENSG00000160712/ENSG00000141655/ENSG00000118971/ENSG00000113070/ENSG00000119185/ENSG00000109743/ENSG00000164649/ENSG00000150281/ENSG00000197461/ENSG00000167244/ENSG00000150594/ENSG00000128342/ENSG00000170962/ENSG00000146469/ENSG00000185950/ENSG00000174807/ENSG00000136997/ENSG00000241186/ENSG00000137070/ENSG00000140285/ENSG00000102678/ENSG00000157368/ENSG00000111728/ENSG00000058085/ENSG00000134853/ENSG00000197635/ENSG00000140538/ENSG00000166148/ENSG00000153162/ENSG00000197696/ENSG00000185652/ENSG00000113578/ENSG00000102554/ENSG00000160801/ENSG00000136160/ENSG00000105997/ENSG00000163513/ENSG00000122420/ENSG00000162733/ENSG00000113594/ENSG00000148926/ENSG00000180660/ENSG00000196139/ENSG00000157168/ENSG00000162772/ENSG00000078401/ENSG00000153291/ENSG00000126895/ENSG00000117707/ENSG00000128918/ENSG00000172201/ENSG00000276409/ENSG00000146648/ENSG00000112175/ENSG00000006210/ENSG00000138685/ENSG00000148053/ENSG00000122756/ENSG00000145777/ENSG00000157404/ENSG00000172987/ENSG00000124205/ENSG00000104332/ENSG00000165197
GO:0010628	positive regulation of gene expression	258	-0.4446829088395042	-1.7322098156588888	1.0519671786240269e-4	0.010243832058865966	0.008384435533981447	2875	tags=41%, list=22%, signal=32%	ENSG00000232810/ENSG00000183087/ENSG00000163874/ENSG00000120341/ENSG00000130164/ENSG00000111199/ENSG00000142676/ENSG00000147065/ENSG00000164442/ENSG00000128272/ENSG00000104432/ENSG00000118523/ENSG00000125398/ENSG00000125691/ENSG00000170542/ENSG00000137462/ENSG00000134954/ENSG00000095203/ENSG00000131477/ENSG00000215301/ENSG00000187098/ENSG00000128917/ENSG00000132356/ENSG00000012822/ENSG00000120885/ENSG00000018236/ENSG00000081189/ENSG00000185386/ENSG00000135925/ENSG00000164683/ENSG00000171863/ENSG00000134259/ENSG00000277632/ENSG00000148400/ENSG00000125378/ENSG00000184371/ENSG00000105855/ENSG00000101144/ENSG00000004948/ENSG00000242689/ENSG00000134318/ENSG00000164342/ENSG00000196781/ENSG00000164850/ENSG00000105810/ENSG00000158813/ENSG00000185668/ENSG00000100034/ENSG00000164920/ENSG00000062038/ENSG00000163792/ENSG00000122406/ENSG00000128652/ENSG00000188039/ENSG00000147465/ENSG00000179776/ENSG00000198835/ENSG00000125968/ENSG00000173918/ENSG00000027697/ENSG00000185345/ENSG00000112531/ENSG00000183691/ENSG00000164107/ENSG00000102760/ENSG00000184845/ENSG00000136997/ENSG00000111863/ENSG00000174059/ENSG00000102678/ENSG00000136869/ENSG00000107738/ENSG00000144642/ENSG00000148180/ENSG00000157368/ENSG00000135547/ENSG00000101883/ENSG00000140538/ENSG00000153162/ENSG00000107796/ENSG00000148346/ENSG00000085741/ENSG00000119866/ENSG00000088992/ENSG00000003137/ENSG00000136826/ENSG00000122420/ENSG00000186642/ENSG00000135960/ENSG00000157168/ENSG00000153823/ENSG00000125845/ENSG00000136158/ENSG00000115596/ENSG00000120738/ENSG00000126895/ENSG00000128918/ENSG00000081277/ENSG00000123560/ENSG00000105974/ENSG00000143867/ENSG00000148053/ENSG00000163017/ENSG00000157404/ENSG00000135218
GO:0006954	inflammatory response	234	-0.42626633948786863	-1.64984648827758	1.0588733587462939e-4	0.010243832058865966	0.008384435533981447	3034	tags=40%, list=23%, signal=31%	ENSG00000171608/ENSG00000088827/ENSG00000167601/ENSG00000204475/ENSG00000196083/ENSG00000134061/ENSG00000121797/ENSG00000154589/ENSG00000121897/ENSG00000072694/ENSG00000232810/ENSG00000163874/ENSG00000068024/ENSG00000174125/ENSG00000072736/ENSG00000169129/ENSG00000112299/ENSG00000162711/ENSG00000134070/ENSG00000115604/ENSG00000121807/ENSG00000137462/ENSG00000106100/ENSG00000174004/ENSG00000196954/ENSG00000100739/ENSG00000118503/ENSG00000163485/ENSG00000010327/ENSG00000143185/ENSG00000123146/ENSG00000277632/ENSG00000136848/ENSG00000275302/ENSG00000128284/ENSG00000243708/ENSG00000184371/ENSG00000101017/ENSG00000069482/ENSG00000125384/ENSG00000163701/ENSG00000115594/ENSG00000091592/ENSG00000163565/ENSG00000028137/ENSG00000164850/ENSG00000170458/ENSG00000143184/ENSG00000113916/ENSG00000184304/ENSG00000054219/ENSG00000144648/ENSG00000168229/ENSG00000115607/ENSG00000172216/ENSG00000115598/ENSG00000125730/ENSG00000134198/ENSG00000144802/ENSG00000172458/ENSG00000163220/ENSG00000143546/ENSG00000142627/ENSG00000169432/ENSG00000175040/ENSG00000106538/ENSG00000074416/ENSG00000136869/ENSG00000157368/ENSG00000140835/ENSG00000114378/ENSG00000153162/ENSG00000133048/ENSG00000171522/ENSG00000003137/ENSG00000174175/ENSG00000122420/ENSG00000186832/ENSG00000148926/ENSG00000170345/ENSG00000125845/ENSG00000127743/ENSG00000213088/ENSG00000163739/ENSG00000135046/ENSG00000123560/ENSG00000276409/ENSG00000006210/ENSG00000115353/ENSG00000163734/ENSG00000137077/ENSG00000157404/ENSG00000081041
GO:0007399	nervous system development	200	-0.43173088281598765	-1.6514003735747895	1.0770059235325795e-4	0.010243832058865966	0.008384435533981447	2219	tags=30%, list=17%, signal=25%	ENSG00000163485/ENSG00000224470/ENSG00000168779/ENSG00000176697/ENSG00000081189/ENSG00000006377/ENSG00000153208/ENSG00000126970/ENSG00000147408/ENSG00000197479/ENSG00000152601/ENSG00000171532/ENSG00000077782/ENSG00000120328/ENSG00000036530/ENSG00000166833/ENSG00000112902/ENSG00000113205/ENSG00000113248/ENSG00000169554/ENSG00000145819/ENSG00000092964/ENSG00000081818/ENSG00000149557/ENSG00000161958/ENSG00000150938/ENSG00000160145/ENSG00000183691/ENSG00000128872/ENSG00000113211/ENSG00000092421/ENSG00000184349/ENSG00000108947/ENSG00000171119/ENSG00000107282/ENSG00000182636/ENSG00000198910/ENSG00000140538/ENSG00000185652/ENSG00000147852/ENSG00000009694/ENSG00000166257/ENSG00000136160/ENSG00000136531/ENSG00000169760/ENSG00000168539/ENSG00000124785/ENSG00000046653/ENSG00000157168/ENSG00000148123/ENSG00000170345/ENSG00000105976/ENSG00000188763/ENSG00000149575/ENSG00000163739/ENSG00000168874/ENSG00000158458/ENSG00000138685/ENSG00000148053/ENSG00000122756
GO:0019221	cytokine-mediated signaling pathway	188	-0.45048312502122995	-1.7158849118522956	1.0838933448948623e-4	0.010243832058865966	0.008384435533981447	2963	tags=41%, list=23%, signal=32%	ENSG00000196083/ENSG00000121879/ENSG00000151422/ENSG00000232810/ENSG00000019991/ENSG00000185291/ENSG00000100368/ENSG00000137857/ENSG00000115904/ENSG00000159110/ENSG00000171223/ENSG00000090554/ENSG00000171150/ENSG00000134070/ENSG00000143384/ENSG00000104432/ENSG00000121807/ENSG00000016402/ENSG00000143947/ENSG00000162692/ENSG00000185338/ENSG00000006016/ENSG00000174564/ENSG00000150093/ENSG00000189108/ENSG00000277632/ENSG00000173757/ENSG00000275302/ENSG00000010810/ENSG00000184371/ENSG00000115590/ENSG00000115594/ENSG00000242689/ENSG00000221869/ENSG00000028137/ENSG00000137752/ENSG00000160712/ENSG00000113916/ENSG00000137193/ENSG00000115598/ENSG00000150281/ENSG00000126561/ENSG00000026025/ENSG00000027697/ENSG00000067082/ENSG00000115138/ENSG00000128342/ENSG00000090376/ENSG00000137265/ENSG00000184557/ENSG00000150907/ENSG00000168811/ENSG00000245848/ENSG00000144730/ENSG00000136997/ENSG00000137070/ENSG00000145675/ENSG00000157368/ENSG00000182636/ENSG00000170989/ENSG00000116574/ENSG00000140279/ENSG00000142677/ENSG00000174804/ENSG00000148346/ENSG00000117525/ENSG00000113594/ENSG00000170345/ENSG00000163739/ENSG00000135046/ENSG00000106278/ENSG00000006210/ENSG00000138685/ENSG00000122756/ENSG00000157404/ENSG00000135218/ENSG00000081041
GO:0001525	angiogenesis	183	-0.4465951010826269	-1.6989435563419963	1.0863661053775122e-4	0.010243832058865966	0.008384435533981447	3043	tags=45%, list=24%, signal=35%	ENSG00000117281/ENSG00000164867/ENSG00000169504/ENSG00000121879/ENSG00000187091/ENSG00000214274/ENSG00000134817/ENSG00000164307/ENSG00000005108/ENSG00000185215/ENSG00000163874/ENSG00000183943/ENSG00000177283/ENSG00000158195/ENSG00000118523/ENSG00000106025/ENSG00000131477/ENSG00000140199/ENSG00000173511/ENSG00000099250/ENSG00000128917/ENSG00000126016/ENSG00000173546/ENSG00000143995/ENSG00000161714/ENSG00000164683/ENSG00000239697/ENSG00000138639/ENSG00000136848/ENSG00000128052/ENSG00000172889/ENSG00000203883/ENSG00000050767/ENSG00000077782/ENSG00000166086/ENSG00000139567/ENSG00000066056/ENSG00000070193/ENSG00000184304/ENSG00000123342/ENSG00000261371/ENSG00000079337/ENSG00000127329/ENSG00000197461/ENSG00000114019/ENSG00000163251/ENSG00000125968/ENSG00000081052/ENSG00000120156/ENSG00000144476/ENSG00000116016/ENSG00000177606/ENSG00000173376/ENSG00000164107/ENSG00000154229/ENSG00000105538/ENSG00000126785/ENSG00000249751/ENSG00000166025/ENSG00000162367/ENSG00000154133/ENSG00000102678/ENSG00000170989/ENSG00000076706/ENSG00000164736/ENSG00000166825/ENSG00000140545/ENSG00000113578/ENSG00000102554/ENSG00000054598/ENSG00000105997/ENSG00000106511/ENSG00000167772/ENSG00000136011/ENSG00000101280/ENSG00000116678/ENSG00000122592/ENSG00000189058/ENSG00000154928/ENSG00000105974/ENSG00000124440/ENSG00000165197
GO:0006955	immune response	184	-0.5293034273414743	-2.0133695718048172	1.0874293170943889e-4	0.010243832058865966	0.008384435533981447	2976	tags=45%, list=23%, signal=35%	ENSG00000204475/ENSG00000196083/ENSG00000121797/ENSG00000072694/ENSG00000183347/ENSG00000168329/ENSG00000174125/ENSG00000100365/ENSG00000109072/ENSG00000197971/ENSG00000110400/ENSG00000115604/ENSG00000121807/ENSG00000170542/ENSG00000137462/ENSG00000109861/ENSG00000166349/ENSG00000134954/ENSG00000174004/ENSG00000173762/ENSG00000164764/ENSG00000169508/ENSG00000181634/ENSG00000122188/ENSG00000132274/ENSG00000075223/ENSG00000239697/ENSG00000123146/ENSG00000148400/ENSG00000275302/ENSG00000125910/ENSG00000104998/ENSG00000115590/ENSG00000115594/ENSG00000204592/ENSG00000158481/ENSG00000172543/ENSG00000026103/ENSG00000158813/ENSG00000125735/ENSG00000054219/ENSG00000144648/ENSG00000115607/ENSG00000172216/ENSG00000081059/ENSG00000125730/ENSG00000159403/ENSG00000184451/ENSG00000197646/ENSG00000111405/ENSG00000007312/ENSG00000162645/ENSG00000164949/ENSG00000128342/ENSG00000129048/ENSG00000144476/ENSG00000168811/ENSG00000145824/ENSG00000203722/ENSG00000136869/ENSG00000165030/ENSG00000140835/ENSG00000107562/ENSG00000153162/ENSG00000100448/ENSG00000120088/ENSG00000009694/ENSG00000171522/ENSG00000142910/ENSG00000183134/ENSG00000131019/ENSG00000069702/ENSG00000124107/ENSG00000127743/ENSG00000205038/ENSG00000136960/ENSG00000163739/ENSG00000151882/ENSG00000006210/ENSG00000164825/ENSG00000163734/ENSG00000137077/ENSG00000081041
GO:0007166	cell surface receptor signaling pathway	144	-0.4869442552008152	-1.8112055839101693	1.1194447554013209e-4	0.010243832058865966	0.008384435533981447	2149	tags=35%, list=17%, signal=29%	ENSG00000204577/ENSG00000181790/ENSG00000153208/ENSG00000123146/ENSG00000104998/ENSG00000111796/ENSG00000173567/ENSG00000004948/ENSG00000115594/ENSG00000152990/ENSG00000081985/ENSG00000170458/ENSG00000147443/ENSG00000134545/ENSG00000162618/ENSG00000003400/ENSG00000150281/ENSG00000150045/ENSG00000197646/ENSG00000112414/ENSG00000106113/ENSG00000144407/ENSG00000135298/ENSG00000164949/ENSG00000117114/ENSG00000069122/ENSG00000101680/ENSG00000150048/ENSG00000092421/ENSG00000112164/ENSG00000111452/ENSG00000173530/ENSG00000120088/ENSG00000150471/ENSG00000160801/ENSG00000135144/ENSG00000153292/ENSG00000136160/ENSG00000113594/ENSG00000078401/ENSG00000105976/ENSG00000169252/ENSG00000078549/ENSG00000116678/ENSG00000182885/ENSG00000169418/ENSG00000135046/ENSG00000146648/ENSG00000180914/ENSG00000124205
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	124	-0.5422876551870538	-1.987982658917106	1.1367511651699443e-4	0.010243832058865966	0.008384435533981447	2605	tags=57%, list=20%, signal=46%	ENSG00000110400/ENSG00000177103/ENSG00000120324/ENSG00000181754/ENSG00000099834/ENSG00000276547/ENSG00000120322/ENSG00000124215/ENSG00000148600/ENSG00000253537/ENSG00000150093/ENSG00000262576/ENSG00000253485/ENSG00000253731/ENSG00000240184/ENSG00000165194/ENSG00000120327/ENSG00000173482/ENSG00000261934/ENSG00000253305/ENSG00000149564/ENSG00000197479/ENSG00000253873/ENSG00000177839/ENSG00000262209/ENSG00000120328/ENSG00000146555/ENSG00000140945/ENSG00000062038/ENSG00000149573/ENSG00000272674/ENSG00000113205/ENSG00000067445/ENSG00000261371/ENSG00000113209/ENSG00000113248/ENSG00000179776/ENSG00000253953/ENSG00000113212/ENSG00000149654/ENSG00000196159/ENSG00000134755/ENSG00000069188/ENSG00000081818/ENSG00000177707/ENSG00000081853/ENSG00000179242/ENSG00000254122/ENSG00000184144/ENSG00000083857/ENSG00000134115/ENSG00000113211/ENSG00000107736/ENSG00000254245/ENSG00000197410/ENSG00000154133/ENSG00000139211/ENSG00000162614/ENSG00000198910/ENSG00000102290/ENSG00000154134/ENSG00000189184/ENSG00000134757/ENSG00000134765/ENSG00000138772/ENSG00000134762/ENSG00000071991/ENSG00000162706/ENSG00000154162/ENSG00000086570/ENSG00000134760
