comm1	comm2	jaccard
4	4	0.375
4	312	0
4	41	0
4	11	0
4	268	0
4	2	0
4	13	0
4	78	0
4	9	0
4	7	0.043478260869565216
4	344	0
4	5	0
4	274	0
4	45	0
4	40	0
4	6	0
4	8	0
4	64	0
4	75	0
4	34	0
4	18	0
4	32	0
4	31	0
4	20	0
4	121	0
4	101	0
4	46	0
4	133	0
4	134	0
4	176	0
4	36	0
4	53	0
4	253	0
4	282	0
4	475	0
4	76	0
4	222	0
4	322	0
4	65	0
4	221	0
4	123	0
4	217	0
4	366	0
4	262	0
4	394	0
4	118	0
4	239	0
4	83	0
77	4	0
77	312	0
77	41	0
77	11	0
77	268	0
77	2	0.5483870967741935
77	13	0
77	78	0
77	9	0
77	7	0
77	344	0.08
77	5	0
77	274	0
77	45	0.02564102564102564
77	40	0.07142857142857142
77	6	0
77	8	0
77	64	0
77	75	0
77	34	0
77	18	0
77	32	0
77	31	0.12121212121212122
77	20	0
77	121	0
77	101	0
77	46	0
77	133	0
77	134	0
77	176	0
77	36	0
77	53	0
77	253	0
77	282	0
77	475	0
77	76	0
77	222	0
77	322	0
77	65	0
77	221	0
77	123	0
77	217	0
77	366	0
77	262	0
77	394	0
77	118	0
77	239	0
77	83	0
223	4	0
223	312	0
223	41	0.1111111111111111
223	11	0
223	268	0
223	2	0
223	13	0
223	78	0
223	9	0
223	7	0
223	344	0
223	5	0
223	274	0
223	45	0
223	40	0
223	6	0
223	8	0
223	64	0
223	75	0
223	34	0
223	18	0
223	32	0
223	31	0
223	20	0
223	121	0
223	101	0
223	46	0
223	133	0
223	134	0
223	176	0
223	36	0
223	53	0
223	253	0
223	282	0
223	475	0
223	76	0
223	222	0
223	322	0
223	65	0
223	221	0
223	123	0
223	217	0
223	366	0
223	262	0.16666666666666666
223	394	0
223	118	0
223	239	0
223	83	0.14285714285714285
13	4	0
13	312	0
13	41	0.05128205128205128
13	11	0
13	268	0
13	2	0
13	13	0
13	78	0
13	9	0
13	7	0.024390243902439025
13	344	0
13	5	0
13	274	0
13	45	0.08571428571428572
13	40	0
13	6	0
13	8	0.015384615384615385
13	64	0.08333333333333333
13	75	0
13	34	0
13	18	0
13	32	0
13	31	0
13	20	0
13	121	0
13	101	0
13	46	0
13	133	0.043478260869565216
13	134	0.038461538461538464
13	176	0
13	36	0.037037037037037035
13	53	0
13	253	0
13	282	0
13	475	0
13	76	0
13	222	0.037037037037037035
13	322	0
13	65	0
13	221	0.07692307692307693
13	123	0
13	217	0
13	366	0
13	262	0
13	394	0
13	118	0
13	239	0
13	83	0
341	4	0
341	312	0
341	41	0
341	11	0
341	268	0
341	2	0
341	13	0
341	78	0
341	9	0
341	7	0
341	344	0
341	5	0
341	274	0
341	45	0
341	40	0
341	6	0
341	8	0
341	64	0
341	75	0
341	34	0
341	18	0
341	32	0
341	31	0
341	20	0
341	121	0
341	101	0
341	46	0
341	133	0
341	134	0
341	176	0
341	36	0
341	53	0
341	253	0
341	282	0
341	475	0
341	76	0
341	222	0
341	322	0
341	65	0
341	221	0
341	123	0
341	217	0
341	366	0
341	262	0
341	394	0
341	118	0
341	239	0
341	83	0
241	4	0
241	312	0
241	41	0
241	11	0
241	268	0
241	2	0
241	13	0.25
241	78	0
241	9	0
241	7	0
241	344	0
241	5	0
241	274	0
241	45	0
241	40	0
241	6	0
241	8	0
241	64	0
241	75	0
241	34	0
241	18	0
241	32	0
241	31	0
241	20	0
241	121	0
241	101	0
241	46	0
241	133	0
241	134	0
241	176	0
241	36	0
241	53	0
241	253	0
241	282	0
241	475	0
241	76	0
241	222	0
241	322	0
241	65	0
241	221	0
241	123	0
241	217	0
241	366	0
241	262	0
241	394	0
241	118	0
241	239	0
241	83	0
101	4	0
101	312	0
101	41	0
101	11	0
101	268	0
101	2	0
101	13	0
101	78	0.11764705882352941
101	9	0
101	7	0
101	344	0
101	5	0
101	274	0
