comm1	comm2	jaccard
150	150	1
150	206	0
150	208	0
150	139	0
150	54	0
150	159	0
150	161	0
150	80	0
150	178	0
150	5	0
150	484	0
150	193	0
150	611	0.03571428571428571
150	76	0
150	232	0
150	129	0
150	231	0
150	233	0
150	344	0
150	412	0
150	381	0
150	91	0
150	65	0
150	95	0
150	539	0
150	87	0
150	572	0
150	620	0
150	122	0
206	150	0
206	206	1
206	208	0
206	139	0
206	54	0
206	159	0
206	161	0
206	80	0
206	178	0
206	5	0
206	484	0
206	193	0
206	611	0
206	76	0
206	232	0
206	129	0
206	231	0
206	233	0
206	344	0
206	412	0.5
206	381	0
206	91	0
206	65	0
206	95	0
206	539	0
206	87	0
206	572	0
206	620	0
206	122	0
208	150	0
208	206	0
208	208	1
208	139	0
208	54	0
208	159	0
208	161	0
208	80	0
208	178	0
208	5	0
208	484	0
208	193	0
208	611	0
208	76	0
208	232	0
208	129	0
208	231	0
208	233	0
208	344	0
208	412	0
208	381	0
208	91	0
208	65	0
208	95	0
208	539	0.05084745762711865
208	87	0
208	572	0.017241379310344827
208	620	0
208	122	0
139	150	0
139	206	0
139	208	0
139	139	1
139	54	0
139	159	0
139	161	0
139	80	0
139	178	0
139	5	0.023255813953488372
139	484	0
139	193	0.01694915254237288
139	611	0
139	76	0
139	232	0
139	129	0.012987012987012988
139	231	0
139	233	0
139	344	0
139	412	0
139	381	0
139	91	0
139	65	0
139	95	0
139	539	0
139	87	0
139	572	0
139	620	0
139	122	0
54	150	0
54	206	0
54	208	0
54	139	0
54	54	1
54	159	0
54	161	0
54	80	0
54	178	0
54	5	0
54	484	0
54	193	0
54	611	0
54	76	0
54	232	0
54	129	0.018518518518518517
54	231	0
54	233	0
54	344	0
54	412	0
54	381	0
54	91	0
54	65	0
54	95	0
54	539	0
54	87	0
54	572	0
54	620	0
54	122	0
159	150	0
159	206	0
159	208	0
159	139	0
159	54	0
159	159	1
159	161	0
159	80	0.047619047619047616
159	178	0
159	5	0
159	484	0
159	193	0
159	611	0.043478260869565216
159	76	0
159	232	0
159	129	0
159	231	0
159	233	0
159	344	0
159	412	0
159	381	0
159	91	0
159	65	0
159	95	0
159	539	0
159	87	0
159	572	0.07142857142857142
159	620	0
159	122	0
161	150	0
161	206	0
161	208	0
